_id,authors,name,link,sale_coast,old_coast,rating
5ecebaeef2c954e59741e648,"[""Галовиц Я""]",С++17 STL. Стандартная библиотека шаблонов,https://book24.ru/product/s-17-stl-standartnaya-biblioteka-shablonov-5442292/,1513,null,null
5ecebaeef2c954e59741e649,[],jQuery в действии. 3-е издание,https://book24.ru/product/jquery-v-deystvii-3-e-izdanie-5442277/,1414,null,null
5ecebaeef2c954e59741e64b,"[""Хокинг Д""]",Unity в действии. Мультиплатформенная разработка на C#. 2-е межд. издание,https://book24.ru/product/unity-v-deystvii-multiplatformennaya-razrabotka-na-c-2-e-mezhd-izdanie-5442274/,1205,null,null
5ecebaeef2c954e59741e64c,"[""Раджпут Д""]",Spring. Все паттерны проектирования,https://book24.ru/product/spring-vse-patterny-proektirovaniya-5442091/,1984,null,null
5ecebaeef2c954e59741e651,"[""Без автора""]",Машинное обучение и TensorFlow,https://book24.ru/product/mashinnoe-obuchenie-i-tensorflow-5442090/,1489,null,null
5ecebaeef2c954e59741e652,"[""Клинтон  Д""]",Linux в действии,https://book24.ru/product/linux-v-deystvii-5442002/,1700,null,null
5ecebaeff2c954e59741e653,"[""Херцог Р""]",Kali Linux от разработчиков,https://book24.ru/product/kali-linux-ot-razrabotchikov-5441982/,1251,null,null
5ecebaeff2c954e59741e655,"[""Шварц  Б""]","MySQL по максимуму. 3-е издание оптимизация, резервное копирование, репликация",https://book24.ru/product/mysql-po-maksimumu-3-e-izdanie-optimizatsiya-rezervnoe-kopirovanie-replikatsiya-5441903/,2127,null,null
5ecebaeff2c954e59741e657,"[""Фримен Э""]",Head First. Паттерны проектирования. Обновленное юбилейное издание,https://book24.ru/product/head-first-patterny-proektirovaniya-obnovlennoe-yubileynoe-izdanie-5441774/,1205,null,null
5ecebaf0f2c954e59741e65b,"[""Гифт Н.""]",Прагматичный ИИ. Машинное обучение и облачные технологии,https://book24.ru/product/pragmatichnyy-ii-mashinnoe-obuchenie-i-oblachnye-tekhnologii-5441747/,1548,null,null
5ecebaf0f2c954e59741e65c,"[""Большаков В П""]",Твердотельное моделирование сборочных единиц в СAD-системах. Учебное пособие для вузов,https://book24.ru/product/tverdotelnoe-modelirovanie-sborochnykh-edinits-v-sad-sistemakh-uchebnoe-posobie-dlya-vuzov-5441863/,1517,null,null
5ecebaf0f2c954e59741e65f,"[""Уэйнрайт М.""]",Программируем на Scratch. Приключения в космосе 6024 СКХ,https://book24.ru/product/programmiruem-na-scratch-priklyucheniya-v-kosmose-6024-skkh-5432104/,354,null,5
5ecebaf0f2c954e59741e660,"[""Гейг Майк""]",Разработка игр на Unity 2018 за 24 часа,https://book24.ru/product/razrabotka-igr-na-unity-2018-za-24-chasa-5510658/,1184,1316,5
5ecebaf0f2c954e59741e661,"[""Васильев А Н""]",Java для всех,https://book24.ru/product/java-dlya-vsekh-5442843/,964,null,null
5ecebaf1f2c954e59741e662,"[""Уэйнрайт М.""]",Программируем на Scratch. Приключения в джунглях 5836 СКХ,https://book24.ru/product/programmiruem-na-scratch-priklyucheniya-v-dzhunglyakh-5836-skkh-5431674/,354,null,null
5ecebaf1f2c954e59741e663,[],"Как устроен Python. Гид для разработчиков, программистов и интересующихся",https://book24.ru/product/kak-ustroen-python-gid-dlya-razrabotchikov-programmistov-i-interesuyushchikhsya-5442451/,978,null,null
5ecebaf1f2c954e59741e664,"[""Васильев Алексей Николаевич""]",JavaScript в примерах и задачах,https://book24.ru/product/javascript-v-primerakh-i-zadachakh-1589400/,809,null,null
5ecebaf1f2c954e59741e665,"[""Никсон Р""]","Создаем динамические веб-сайты с помощью PHP, MySQL, JavaScript, CSS и HTML5. 5-е изд.",https://book24.ru/product/sozdaem-dinamicheskie-veb-sayty-s-pomoshchyu-php-mysql-javascript-css-i-html5-5-e-izd-5442135/,1687,null,null
5ecebaf1f2c954e59741e666,"[""Симпсон К""]",{Вы не знаете JS} Замыкания и объекты,https://book24.ru/product/vy-ne-znaete-js-zamykaniya-i-obekty-5442728/,1092,null,null
5ecebaf1f2c954e59741e667,"[""Пейн Брайсон""]",Легкий способ выучить Java,https://book24.ru/product/legkiy-sposob-vyuchit-java-3547962/,755,839,null
5ecebaf1f2c954e59741e668,"[""Спрол Антон""]",Думай как программист. Креативный подход к созданию кода. C++ версия,https://book24.ru/product/dumay-kak-programmist-kreativnyy-podkhod-k-sozdaniyu-koda-c-versiya-1674418/,569,632,4
5ecebaf1f2c954e59741e66c,"[""Лафоре Р""]",Структуры данных и алгоритмы в Java. Классика Computers Science. 2-е изд.,https://book24.ru/product/struktury-dannykh-i-algoritmy-v-java-klassika-computers-science-2-e-izd-5442000/,1560,null,null
5ecebaf1f2c954e59741e671,"[""Фанк Д.""]",Перл и Паскаль учатся программировать 5799 СКХ,https://book24.ru/product/perl-i-paskal-uchatsya-programmirovat-5799-skkh-5431658/,419,null,null
5ecebaf1f2c954e59741e674,"[""Кэмпбелл Л."",""Мейджорс  Ч.""]",Базы данных. Инжиниринг надежности,https://book24.ru/product/bazy-dannykh-inzhiniring-nadezhnosti-5616717/,1814,null,null
5ecebaf2f2c954e59741e677,"[""Стивенс Род""]",Алгоритмы. Теория и практическое применение,https://book24.ru/product/algoritmy-teoriya-i-prakticheskoe-primenenie-173843/,987,null,4.2
5ecebaf2f2c954e59741e679,"[""Альтхофф Кори""]",Сам себе программист. Как научиться программировать и устроиться в Ebay?,https://book24.ru/product/sam-sebe-programmist-kak-nauchitsya-programmirovat-i-ustroitsya-v-ebay-1827553/,621,null,4.8
5ecebaf2f2c954e59741e67b,"[""Гарланд Ян""]",Изучаем программирование на примере Minecraft,https://book24.ru/product/izuchaem-programmirovanie-na-primere-minecraft-5574186/,885,null,null
5ecebaf2f2c954e59741e67c,"[""Бэйтс Берт""]",Изучаем Java,https://book24.ru/product/izuchaem-java-164334/,1117,1241,4.8
5ecebaf2f2c954e59741e67d,"[""Нистрем Роберт""]",Паттерны игрового программирования,https://book24.ru/product/patterny-igrovogo-programmirovaniya-5569356/,1238,null,null
5ecebaf2f2c954e59741e67f,"[""Васильев Алексей""]",Программирование на Python в примерах и задачах,https://book24.ru/product/programmirovanie-na-python-v-primerakh-i-zadachakh-5612107/,849,null,null
5ecebaf2f2c954e59741e681,"[""Джейсон Бриггс""]",Python для детей. Самоучитель по программированию,https://book24.ru/product/python-dlya-detey-samouchitel-po-programmirovaniyu-1446429/,1002,1113,4.5
5ecebaf3f2c954e59741e684,"[""Мажед Маржи""]",Scratch для детей. Самоучитель по программированию,https://book24.ru/product/scratch-dlya-detey-samouchitel-po-programmirovaniyu-735236/,1113,null,null
5ecebaf3f2c954e59741e686,"[""Кэрол Вордерман""]",Программирование на Python. Иллюстрированное руководство для детей,https://book24.ru/product/programmirovanie-na-python-illyustrirovannoe-rukovodstvo-dlya-detey-2455389/,1355,1506,null
5ecebaf3f2c954e59741e688,"[""Сэнд У""]",Hello World! Занимательное программирование,https://book24.ru/product/hello-world-zanimatelnoe-programmirovanie-654821/,553,null,null
